序号,发送时间,接收时间,发送内容,接收内容,延迟,信号强度,是否丢包,内容出错,延迟等级,状态划分
10010750,2024-09-09 21:35:40.469,2024-09-09 21:35:40.784,10010750 0909213540469 99,10010750 0909213540469 99,315,99,False,False,2,1
10010751,2024-09-09 21:35:41.066,2024-09-09 21:35:41.346,10010751 0909213541066 99,10010751 0909213541066 99,280,99,False,False,1,1
10010752,2024-09-09 21:35:41.662,2024-09-09 21:35:41.955,10010752 0909213541662 99,10010752 0909213541662 99,293,99,False,False,1,1
10010753,2024-09-09 21:35:42.261,2024-09-09 21:35:42.565,10010753 0909213542261 99,10010753 0909213542261 99,304,99,False,False,2,1
10010754,2024-09-09 21:35:42.862,2024-09-09 21:35:43.158,10010754 0909213542862 99,10010754 0909213542862 99,296,99,False,False,1,1
10010755,2024-09-09 21:35:43.462,2024-09-09 21:35:43.767,10010755 0909213543462 99,10010755 0909213543462 99,305,99,False,False,2,1
10010756,2024-09-09 21:35:44.063,2024-09-09 21:35:44.377,10010756 0909213544063 99,10010756 0909213544063 99,314,99,False,False,2,1
10010757,2024-09-09 21:35:44.662,2024-09-09 21:35:44.970,10010757 0909213544662 99,10010757 0909213544662 99,308,99,False,False,2,1
10010758,2024-09-09 21:35:45.262,2024-09-09 21:35:45.579,10010758 0909213545262 99,10010758 0909213545262 99,317,99,False,False,2,1
10010759,2024-09-09 21:35:45.868,2024-09-09 21:35:46.188,10010759 0909213545868 99,10010759 0909213545868 99,320,99,False,False,2,1
10010760,2024-09-09 21:35:46.462,2024-09-09 21:35:46.798,10010760 0909213546462 99,10010760 0909213546462 99,336,99,False,False,2,1
10010761,2024-09-09 21:35:47.061,2024-09-09 21:35:47.360,10010761 0909213547061 99,10010761 0909213547061 99,299,99,False,False,1,1
10010762,2024-09-09 21:35:47.659,2024-09-09 21:35:47.953,10010762 0909213547659 99,10010762 0909213547659 99,294,99,False,False,1,1
10010763,2024-09-09 21:35:48.254,2024-09-09 21:35:48.563,10010763 0909213548254 99,10010763 0909213548254 99,309,99,False,False,2,1
10010764,2024-09-09 21:35:48.852,2024-09-09 21:35:49.172,10010764 0909213548852 99,10010764 0909213548852 99,320,99,False,False,2,1
10010765,2024-09-09 21:35:49.453,2024-09-09 21:35:49.765,10010765 0909213549453 99,10010765 0909213549453 99,312,99,False,False,2,1
10010766,2024-09-09 21:35:50.051,2024-09-09 21:35:50.375,10010766 0909213550051 99,10010766 0909213550051 99,324,99,False,False,2,1
10010767,2024-09-09 21:35:50.660,2024-09-09 21:35:50.984,10010767 0909213550660 99,10010767 0909213550660 99,324,99,False,False,2,1
10010768,2024-09-09 21:35:51.262,2024-09-09 21:35:51.546,10010768 0909213551262 99,10010768 0909213551262 99,284,99,False,False,1,1
10010769,2024-09-09 21:35:51.862,2024-09-09 21:35:52.155,10010769 0909213551862 99,10010769 0909213551862 99,293,99,False,False,1,1
10010770,2024-09-09 21:35:52.461,2024-09-09 21:35:52.764,10010770 0909213552461 99,10010770 0909213552461 99,303,99,False,False,2,1
10010771,2024-09-09 21:35:53.068,2024-09-09 21:35:53.358,10010771 0909213553068 99,10010771 0909213553068 99,290,99,False,False,1,1
10010772,2024-09-09 21:35:53.667,2024-09-09 21:35:53.967,10010772 0909213553667 99,10010772 0909213553667 99,300,99,False,False,1,1
10010773,2024-09-09 21:35:54.268,2024-09-09 21:35:54.576,10010773 0909213554268 99,10010773 0909213554268 99,308,99,False,False,2,1
10010774,2024-09-09 21:35:54.866,2024-09-09 21:35:55.170,10010774 0909213554866 99,10010774 0909213554866 99,304,99,False,False,2,1
10010775,2024-09-09 21:35:55.466,2024-09-09 21:35:55.779,10010775 0909213555466 99,10010775 0909213555466 99,313,99,False,False,2,1
10010776,2024-09-09 21:35:56.091,2024-09-09 21:35:56.388,10010776 0909213556091 99,10010776 0909213556091 99,297,99,False,False,1,1
10010777,2024-09-09 21:35:56.684,2024-09-09 21:35:56.982,10010777 0909213556684 99,10010777 0909213556684 99,298,99,False,False,1,1
10010778,2024-09-09 21:35:57.279,2024-09-09 21:35:57.591,10010778 0909213557279 99,10010778 0909213557279 99,312,99,False,False,2,1
10010779,2024-09-09 21:35:57.874,2024-09-09 21:35:58.153,10010779 0909213557874 99,10010779 0909213557874 99,279,99,False,False,1,1
10010780,2024-09-09 21:35:58.467,2024-09-09 21:35:58.763,10010780 0909213558467 99,10010780 0909213558467 99,296,99,False,False,1,1
10010781,2024-09-09 21:35:59.064,2024-09-09 21:35:59.372,10010781 0909213559064 99,10010781 0909213559064 99,308,99,False,False,2,1
10010782,2024-09-09 21:35:59.663,2024-09-09 21:35:59.965,10010782 0909213559663 99,10010782 0909213559663 99,302,99,False,False,2,1
10010783,2024-09-09 21:36:00.260,2024-09-09 21:36:00.574,10010783 0909213600260 99,10010783 0909213600260 99,314,99,False,False,2,1
10010784,2024-09-09 21:36:00.857,2024-09-09 21:36:01.184,10010784 0909213600857 99,10010784 0909213600857 99,327,99,False,False,2,1
10010785,2024-09-09 21:36:01.467,2024-09-09 21:36:01.777,10010785 0909213601467 99,10010785 0909213601467 99,310,99,False,False,2,1
10010786,2024-09-09 21:36:02.067,2024-09-09 21:36:02.386,10010786 0909213602067 99,10010786 0909213602067 99,319,99,False,False,2,1
10010787,2024-09-09 21:36:02.664,2024-09-09 21:36:02.949,10010787 0909213602664 99,10010787 0909213602664 99,285,99,False,False,1,1
10010788,2024-09-09 21:36:03.260,2024-09-09 21:36:03.558,10010788 0909213603260 99,10010788 0909213603260 99,298,99,False,False,1,1
10010789,2024-09-09 21:36:03.858,2024-09-09 21:36:04.167,10010789 0909213603858 99,10010789 0909213603858 99,309,99,False,False,2,1
10010790,2024-09-09 21:36:04.456,2024-09-09 21:36:04.761,10010790 0909213604456 99,10010790 0909213604456 99,305,99,False,False,2,1
10010791,2024-09-09 21:36:05.055,2024-09-09 21:36:05.370,10010791 0909213605055 99,10010791 0909213605055 99,315,99,False,False,2,1
10010792,2024-09-09 21:36:05.655,2024-09-09 21:36:05.979,10010792 0909213605655 99,10010792 0909213605655 99,324,99,False,False,2,1
10010793,2024-09-09 21:36:06.256,2024-09-09 21:36:06.541,10010793 0909213606256 99,10010793 0909213606256 99,285,99,False,False,1,1
10010794,2024-09-09 21:36:06.853,2024-09-09 21:36:07.150,10010794 0909213606853 99,10010794 0909213606853 99,297,99,False,False,1,1
10010795,2024-09-09 21:36:07.450,2024-09-09 21:36:07.744,10010795 0909213607450 99,10010795 0909213607450 99,294,99,False,False,1,1
10010796,2024-09-09 21:36:08.046,2024-09-09 21:36:08.353,10010796 0909213608046 99,10010796 0909213608046 99,307,99,False,False,2,1
10010797,2024-09-09 21:36:08.650,2024-09-09 21:36:08.962,10010797 0909213608650 99,10010797 0909213608650 99,312,99,False,False,2,1
10010798,2024-09-09 21:36:09.247,2024-09-09 21:36:09.556,10010798 0909213609247 99,10010798 0909213609247 99,309,99,False,False,2,1
10010799,2024-09-09 21:36:09.844,2024-09-09 21:36:10.165,10010799 0909213609844 99,10010799 0909213609844 99,321,99,False,False,2,1
10010800,2024-09-09 21:36:10.451,2024-09-09 21:36:10.774,10010800 0909213610451 99,10010800 0909213610451 99,323,99,False,False,2,1
10010801,2024-09-09 21:36:11.047,2024-09-09 21:36:11.337,10010801 0909213611047 99,10010801 0909213611047 99,290,99,False,False,1,1
10010802,2024-09-09 21:36:11.647,2024-09-09 21:36:11.946,10010802 0909213611647 99,10010802 0909213611647 99,299,99,False,False,1,1
10010803,2024-09-09 21:36:12.245,2024-09-09 21:36:12.539,10010803 0909213612245 99,10010803 0909213612245 99,294,99,False,False,1,1
10010804,2024-09-09 21:36:12.842,2024-09-09 21:36:13.149,10010804 0909213612842 99,10010804 0909213612842 99,307,99,False,False,2,1
10010805,2024-09-09 21:36:13.437,2024-09-09 21:36:13.758,10010805 0909213613437 99,10010805 0909213613437 99,321,99,False,False,2,1
10010806,2024-09-09 21:36:14.032,2024-09-09 21:36:14.320,10010806 0909213614032 99,10010806 0909213614032 99,288,99,False,False,1,1
10010807,2024-09-09 21:36:14.626,2024-09-09 21:36:14.929,10010807 0909213614626 99,10010807 0909213614626 99,303,99,False,False,2,1
10010808,2024-09-09 21:36:15.221,2024-09-09 21:36:15.523,10010808 0909213615221 99,10010808 0909213615221 99,302,99,False,False,2,1
10010809,2024-09-09 21:36:15.816,2024-09-09 21:36:16.132,10010809 0909213615816 99,10010809 0909213615816 99,316,99,False,False,2,1
10010810,2024-09-09 21:36:16.411,2024-09-09 21:36:16.694,10010810 0909213616411 99,10010810 0909213616411 99,283,99,False,False,1,1
10010811,2024-09-09 21:36:17.006,2024-09-09 21:36:17.303,10010811 0909213617006 99,10010811 0909213617006 99,297,99,False,False,1,1
10010812,2024-09-09 21:36:17.609,2024-09-09 21:36:17.913,10010812 0909213617609 99,10010812 0909213617609 99,304,99,False,False,2,1
10010813,2024-09-09 21:36:18.205,2024-09-09 21:36:18.506,10010813 0909213618205 99,10010813 0909213618205 99,301,99,False,False,2,1
10010814,2024-09-09 21:36:18.807,2024-09-09 21:36:19.115,10010814 0909213618807 99,10010814 0909213618807 99,308,99,False,False,2,1
10010815,2024-09-09 21:36:19.403,2024-09-09 21:36:19.725,10010815 0909213619403 99,10010815 0909213619403 99,322,99,False,False,2,1
10010816,2024-09-09 21:36:20.006,2024-09-09 21:36:20.318,10010816 0909213620006 99,10010816 0909213620006 99,312,99,False,False,2,1
10010817,2024-09-09 21:36:20.603,2024-09-09 21:36:20.880,10010817 0909213620603 99,10010817 0909213620603 99,277,99,False,False,1,1
10010818,2024-09-09 21:36:21.200,2024-09-09 21:36:21.490,10010818 0909213621200 99,10010818 0909213621200 99,290,99,False,False,1,1
10010819,2024-09-09 21:36:21.798,2024-09-09 21:36:22.130,10010819 0909213621798 99,10010819 0909213621798 99,332,99,False,False,2,1
10010820,2024-09-09 21:36:22.419,2024-09-09 21:36:22.708,10010820 0909213622419 99,10010820 0909213622419 99,289,99,False,False,1,1
10010821,2024-09-09 21:36:23.016,2024-09-09 21:36:23.302,10010821 0909213623016 99,10010821 0909213623016 99,286,99,False,False,1,1
10010822,2024-09-09 21:36:23.611,2024-09-09 21:36:23.911,10010822 0909213623611 99,10010822 0909213623611 99,300,99,False,False,1,1
10010823,2024-09-09 21:36:24.205,2024-09-09 21:36:24.520,10010823 0909213624205 99,10010823 0909213624205 99,315,99,False,False,2,1
10010824,2024-09-09 21:36:24.804,2024-09-09 21:36:25.113,10010824 0909213624804 99,10010824 0909213624804 99,309,99,False,False,2,1
10010825,2024-09-09 21:36:25.402,2024-09-09 21:36:25.723,10010825 0909213625402 99,10010825 0909213625402 99,321,99,False,False,2,1
10010826,2024-09-09 21:36:26.002,2024-09-09 21:36:26.285,10010826 0909213626002 99,10010826 0909213626002 99,283,99,False,False,1,1
10010827,2024-09-09 21:36:26.603,2024-09-09 21:36:26.894,10010827 0909213626603 99,10010827 0909213626603 99,291,99,False,False,1,1
10010828,2024-09-09 21:36:27.201,2024-09-09 21:36:27.503,10010828 0909213627201 99,10010828 0909213627201 99,302,99,False,False,2,1
10010829,2024-09-09 21:36:27.809,2024-09-09 21:36:28.097,10010829 0909213627809 99,10010829 0909213627809 99,288,99,False,False,1,1
10010830,2024-09-09 21:36:28.406,2024-09-09 21:36:28.706,10010830 0909213628406 99,10010830 0909213628406 99,300,99,False,False,1,1
10010831,2024-09-09 21:36:29.006,2024-09-09 21:36:29.315,10010831 0909213629006 99,10010831 0909213629006 99,309,99,False,False,2,1
10010832,2024-09-09 21:36:29.605,2024-09-09 21:36:29.909,10010832 0909213629605 99,10010832 0909213629605 99,304,99,False,False,2,1
10010833,2024-09-09 21:36:30.202,2024-09-09 21:36:30.518,10010833 0909213630202 99,10010833 0909213630202 99,316,99,False,False,2,1
10010834,2024-09-09 21:36:30.800,2024-09-09 21:36:31.080,10010834 0909213630800 99,10010834 0909213630800 99,280,99,False,False,1,1
10010835,2024-09-09 21:36:31.397,2024-09-09 21:36:31.689,10010835 0909213631397 99,10010835 0909213631397 99,292,99,False,False,1,1
10010836,2024-09-09 21:36:31.995,2024-09-09 21:36:32.299,10010836 0909213631995 99,10010836 0909213631995 99,304,99,False,False,2,1
10010837,2024-09-09 21:36:32.592,2024-09-09 21:36:32.892,10010837 0909213632592 99,10010837 0909213632592 99,300,99,False,False,1,1
10010838,2024-09-09 21:36:33.195,2024-09-09 21:36:33.501,10010838 0909213633195 99,10010838 0909213633195 99,306,99,False,False,2,1
10010839,2024-09-09 21:36:33.790,2024-09-09 21:36:34.111,10010839 0909213633790 99,10010839 0909213633790 99,321,99,False,False,2,1
10010840,2024-09-09 21:36:34.388,2024-09-09 21:36:34.704,10010840 0909213634388 99,10010840 0909213634388 99,316,99,False,False,2,1
10010841,2024-09-09 21:36:34.991,2024-09-09 21:36:35.266,10010841 0909213634991 99,10010841 0909213634991 99,275,99,False,False,1,1
10010842,2024-09-09 21:36:35.586,2024-09-09 21:36:35.876,10010842 0909213635586 99,10010842 0909213635586 99,290,99,False,False,1,1
10010843,2024-09-09 21:36:36.183,2024-09-09 21:36:36.485,10010843 0909213636183 99,10010843 0909213636183 99,302,99,False,False,2,1
10010844,2024-09-09 21:36:36.781,2024-09-09 21:36:37.078,10010844 0909213636781 99,10010844 0909213636781 99,297,99,False,False,1,1
10010845,2024-09-09 21:36:37.379,2024-09-09 21:36:37.688,10010845 0909213637379 99,10010845 0909213637379 99,309,99,False,False,2,1
10010846,2024-09-09 21:36:37.975,2024-09-09 21:36:38.250,10010846 0909213637975 99,10010846 0909213637975 99,275,99,False,False,1,1
10010847,2024-09-09 21:36:38.569,2024-09-09 21:36:38.859,10010847 0909213638569 99,10010847 0909213638569 99,290,99,False,False,1,1
10010848,2024-09-09 21:36:39.164,2024-09-09 21:36:39.468,10010848 0909213639164 99,10010848 0909213639164 99,304,99,False,False,2,1
10010849,2024-09-09 21:36:39.760,2024-09-09 21:36:40.062,10010849 0909213639760 99,10010849 0909213639760 99,302,99,False,False,2,1
10010850,2024-09-09 21:36:40.355,2024-09-09 21:36:40.671,10010850 0909213640355 99,10010850 0909213640355 99,316,99,False,False,2,1
10010851,2024-09-09 21:36:40.950,2024-09-09 21:36:41.233,10010851 0909213640950 99,10010851 0909213640950 99,283,99,False,False,1,1
10010852,2024-09-09 21:36:41.546,2024-09-09 21:36:41.842,10010852 0909213641546 99,10010852 0909213641546 99,296,99,False,False,1,1
10010853,2024-09-09 21:36:42.150,2024-09-09 21:36:42.452,10010853 0909213642150 99,10010853 0909213642150 99,302,99,False,False,2,1
10010854,2024-09-09 21:36:42.745,2024-09-09 21:36:43.045,10010854 0909213642745 99,10010854 0909213642745 99,300,99,False,False,1,1
10010855,2024-09-09 21:36:43.339,2024-09-09 21:36:43.654,10010855 0909213643339 99,10010855 0909213643339 99,315,99,False,False,2,1
10010856,2024-09-09 21:36:43.933,2024-09-09 21:36:44.217,10010856 0909213643933 99,10010856 0909213643933 99,284,99,False,False,1,1
10010857,2024-09-09 21:36:44.530,2024-09-09 21:36:44.826,10010857 0909213644530 99,10010857 0909213644530 99,296,99,False,False,1,1
10010858,2024-09-09 21:36:45.128,2024-09-09 21:36:45.435,10010858 0909213645128 99,10010858 0909213645128 99,307,99,False,False,2,1
10010859,2024-09-09 21:36:45.724,2024-09-09 21:36:46.029,10010859 0909213645724 99,10010859 0909213645724 99,305,99,False,False,2,1
10010860,2024-09-09 21:36:46.322,2024-09-09 21:36:46.638,10010860 0909213646322 99,10010860 0909213646322 99,316,99,False,False,2,1
10010861,2024-09-09 21:36:46.921,2024-09-09 21:36:47.247,10010861 0909213646921 99,10010861 0909213646921 99,326,99,False,False,2,1
10010862,2024-09-09 21:36:47.520,2024-09-09 21:36:47.809,10010862 0909213647520 99,10010862 0909213647520 99,289,99,False,False,1,1
10010863,2024-09-09 21:36:48.118,2024-09-09 21:36:48.419,10010863 0909213648118 99,10010863 0909213648118 99,301,99,False,False,2,1
10010864,2024-09-09 21:36:48.717,2024-09-09 21:36:49.012,10010864 0909213648717 99,10010864 0909213648717 99,295,99,False,False,1,1
10010865,2024-09-09 21:36:49.315,2024-09-09 21:36:49.621,10010865 0909213649315 99,10010865 0909213649315 99,306,99,False,False,2,1
10010866,2024-09-09 21:36:49.913,2024-09-09 21:36:50.230,10010866 0909213649913 99,10010866 0909213649913 99,317,99,False,False,2,1
10010867,2024-09-09 21:36:50.509,2024-09-09 21:36:50.824,10010867 0909213650509 99,10010867 0909213650509 99,315,99,False,False,2,1
10010868,2024-09-09 21:36:51.108,2024-09-09 21:36:51.386,10010868 0909213651108 99,10010868 0909213651108 99,278,99,False,False,1,1
10010869,2024-09-09 21:36:51.706,2024-09-09 21:36:51.995,10010869 0909213651706 99,10010869 0909213651706 99,289,99,False,False,1,1
10010870,2024-09-09 21:36:52.309,2024-09-09 21:36:52.605,10010870 0909213652309 99,10010870 0909213652309 99,296,99,False,False,1,1
10010871,2024-09-09 21:36:52.906,2024-09-09 21:36:53.214,10010871 0909213652906 99,10010871 0909213652906 99,308,99,False,False,2,1
10010872,2024-09-09 21:36:53.500,2024-09-09 21:36:53.854,10010872 0909213653500 99,10010872 0909213653500 99,354,99,False,False,3,2
10010873,2024-09-09 21:36:54.130,2024-09-09 21:36:54.417,10010873 0909213654130 99,10010873 0909213654130 99,287,99,False,False,1,1
10010874,2024-09-09 21:36:54.730,2024-09-09 21:36:55.026,10010874 0909213654730 99,10010874 0909213654730 99,296,99,False,False,1,1
10010875,2024-09-09 21:36:55.328,2024-09-09 21:36:55.619,10010875 0909213655328 99,10010875 0909213655328 99,291,99,False,False,1,1
10010876,2024-09-09 21:36:55.926,2024-09-09 21:36:56.229,10010876 0909213655926 99,10010876 0909213655926 99,303,99,False,False,2,1
10010877,2024-09-09 21:36:56.522,2024-09-09 21:36:56.838,10010877 0909213656522 99,10010877 0909213656522 99,316,99,False,False,2,1
10010878,2024-09-09 21:36:57.121,2024-09-09 21:36:57.431,10010878 0909213657121 99,10010878 0909213657121 99,310,99,False,False,2,1
10010879,2024-09-09 21:36:57.721,2024-09-09 21:36:58.040,10010879 0909213657721 99,10010879 0909213657721 99,319,99,False,False,2,1
10010880,2024-09-09 21:36:58.321,2024-09-09 21:36:58.603,10010880 0909213658321 99,10010880 0909213658321 99,282,99,False,False,1,1
10010881,2024-09-09 21:36:58.919,2024-09-09 21:36:59.259,10010881 0909213658919 99,10010881 0909213658919 99,340,99,False,False,2,1
10010882,2024-09-09 21:36:59.531,2024-09-09 21:36:59.821,10010882 0909213659531 99,10010882 0909213659531 99,290,99,False,False,1,1
10010883,2024-09-09 21:37:00.128,2024-09-09 21:37:00.415,10010883 0909213700128 99,10010883 0909213700128 99,287,99,False,False,1,1
10010884,2024-09-09 21:37:00.725,2024-09-09 21:37:01.024,10010884 0909213700725 99,10010884 0909213700725 99,299,99,False,False,1,1
10010885,2024-09-09 21:37:01.325,2024-09-09 21:37:01.633,10010885 0909213701325 99,10010885 0909213701325 99,308,99,False,False,2,1
10010886,2024-09-09 21:37:01.922,2024-09-09 21:37:02.227,10010886 0909213701922 99,10010886 0909213701922 99,305,99,False,False,2,1
10010887,2024-09-09 21:37:02.525,2024-09-09 21:37:02.836,10010887 0909213702525 99,10010887 0909213702525 99,311,99,False,False,2,1
10010888,2024-09-09 21:37:03.123,2024-09-09 21:37:03.445,10010888 0909213703123 99,10010888 0909213703123 99,322,99,False,False,2,1
10010889,2024-09-09 21:37:03.722,2024-09-09 21:37:04.007,10010889 0909213703722 99,10010889 0909213703722 99,285,99,False,False,1,1
10010890,2024-09-09 21:37:04.321,2024-09-09 21:37:04.616,10010890 0909213704321 99,10010890 0909213704321 99,295,99,False,False,1,1
10010891,2024-09-09 21:37:04.914,2024-09-09 21:37:05.210,10010891 0909213704914 99,10010891 0909213704914 99,296,99,False,False,1,1
10010892,2024-09-09 21:37:05.511,2024-09-09 21:37:05.819,10010892 0909213705511 99,10010892 0909213705511 99,308,99,False,False,2,1
10010893,2024-09-09 21:37:06.109,2024-09-09 21:37:06.428,10010893 0909213706109 99,10010893 0909213706109 99,319,99,False,False,2,1
10010894,2024-09-09 21:37:06.705,2024-09-09 21:37:06.991,10010894 0909213706705 99,10010894 0909213706705 99,286,99,False,False,1,1
10010895,2024-09-09 21:37:07.299,2024-09-09 21:37:07.600,10010895 0909213707299 99,10010895 0909213707299 99,301,99,False,False,2,1
10010896,2024-09-09 21:37:07.896,2024-09-09 21:37:08.193,10010896 0909213707896 99,10010896 0909213707896 99,297,99,False,False,1,1
10010897,2024-09-09 21:37:08.492,2024-09-09 21:37:08.803,10010897 0909213708492 99,10010897 0909213708492 99,311,99,False,False,2,1
10010898,2024-09-09 21:37:09.089,2024-09-09 21:37:09.412,10010898 0909213709089 99,10010898 0909213709089 99,323,99,False,False,2,1
10010899,2024-09-09 21:37:09.686,2024-09-09 21:37:09.974,10010899 0909213709686 99,10010899 0909213709686 99,288,99,False,False,1,1
10010900,2024-09-09 21:37:10.276,2024-09-09 21:37:10.583,10010900 0909213710276 99,10010900 0909213710276 99,307,99,False,False,2,1
10010901,2024-09-09 21:37:10.871,2024-09-09 21:37:11.177,10010901 0909213710871 99,10010901 0909213710871 99,306,99,False,False,2,1
10010902,2024-09-09 21:37:11.467,2024-09-09 21:37:11.786,10010902 0909213711467 99,10010902 0909213711467 99,319,99,False,False,2,1
10010903,2024-09-09 21:37:12.065,2024-09-09 21:37:12.348,10010903 0909213712065 99,10010903 0909213712065 99,283,99,False,False,1,1
10010904,2024-09-09 21:37:12.666,2024-09-09 21:37:12.958,10010904 0909213712666 99,10010904 0909213712666 99,292,99,False,False,1,1
10010905,2024-09-09 21:37:13.264,2024-09-09 21:37:13.567,10010905 0909213713264 99,10010905 0909213713264 99,303,99,False,False,2,1
10010906,2024-09-09 21:37:13.860,2024-09-09 21:37:14.160,10010906 0909213713860 99,10010906 0909213713860 99,300,99,False,False,1,1
10010907,2024-09-09 21:37:14.458,2024-09-09 21:37:14.769,10010907 0909213714458 99,10010907 0909213714458 99,311,99,False,False,2,1
10010908,2024-09-09 21:37:15.057,2024-09-09 21:37:15.379,10010908 0909213715057 99,10010908 0909213715057 99,322,99,False,False,2,1
10010909,2024-09-09 21:37:15.655,2024-09-09 21:37:15.941,10010909 0909213715655 99,10010909 0909213715655 99,286,99,False,False,1,1
10010910,2024-09-09 21:37:16.252,2024-09-09 21:37:16.535,10010910 0909213716252 99,10010910 0909213716252 99,283,99,False,False,1,1
10010911,2024-09-09 21:37:16.851,2024-09-09 21:37:17.144,10010911 0909213716851 99,10010911 0909213716851 99,293,99,False,False,1,1
10010912,2024-09-09 21:37:17.450,2024-09-09 21:37:17.753,10010912 0909213717450 99,10010912 0909213717450 99,303,99,False,False,2,1
10010913,2024-09-09 21:37:18.050,2024-09-09 21:37:18.362,10010913 0909213718050 99,10010913 0909213718050 99,312,99,False,False,2,1
10010914,2024-09-09 21:37:18.651,2024-09-09 21:37:18.956,10010914 0909213718651 99,10010914 0909213718651 99,305,99,False,False,2,1
10010915,2024-09-09 21:37:19.249,2024-09-09 21:37:19.565,10010915 0909213719249 99,10010915 0909213719249 99,316,99,False,False,2,1
10010916,2024-09-09 21:37:19.847,2024-09-09 21:37:20.174,10010916 0909213719847 99,10010916 0909213719847 99,327,99,False,False,2,1
10010917,2024-09-09 21:37:20.462,2024-09-09 21:37:20.768,10010917 0909213720462 99,10010917 0909213720462 99,306,99,False,False,2,1
10010918,2024-09-09 21:37:21.059,2024-09-09 21:37:21.377,10010918 0909213721059 99,10010918 0909213721059 99,318,99,False,False,2,1
10010919,2024-09-09 21:37:21.655,2024-09-09 21:37:21.939,10010919 0909213721655 99,10010919 0909213721655 99,284,99,False,False,1,1
10010920,2024-09-09 21:37:22.254,2024-09-09 21:37:22.548,10010920 0909213722254 99,10010920 0909213722254 99,294,99,False,False,1,1
10010921,2024-09-09 21:37:22.851,2024-09-09 21:37:23.157,10010921 0909213722851 99,10010921 0909213722851 99,306,99,False,False,2,1
10010922,2024-09-09 21:37:23.448,2024-09-09 21:37:23.751,10010922 0909213723448 99,10010922 0909213723448 99,303,99,False,False,2,1
10010923,2024-09-09 21:37:24.049,2024-09-09 21:37:24.360,10010923 0909213724049 99,10010923 0909213724049 99,311,99,False,False,2,1
10010924,2024-09-09 21:37:24.648,2024-09-09 21:37:24.969,10010924 0909213724648 99,10010924 0909213724648 99,321,99,False,False,2,1
10010925,2024-09-09 21:37:25.247,2024-09-09 21:37:25.563,10010925 0909213725247 99,10010925 0909213725247 99,316,99,False,False,2,1
10010926,2024-09-09 21:37:25.862,2024-09-09 21:37:26.172,10010926 0909213725862 99,10010926 0909213725862 99,310,99,False,False,2,1
10010927,2024-09-09 21:37:26.459,2024-09-09 21:37:26.781,10010927 0909213726459 99,10010927 0909213726459 99,322,99,False,False,2,1
10010928,2024-09-09 21:37:27.056,2024-09-09 21:37:27.344,10010928 0909213727056 99,10010928 0909213727056 99,288,99,False,False,1,1
10010929,2024-09-09 21:37:27.655,2024-09-09 21:37:27.953,10010929 0909213727655 99,10010929 0909213727655 99,298,99,False,False,1,1
10010930,2024-09-09 21:37:28.253,2024-09-09 21:37:28.546,10010930 0909213728253 99,10010930 0909213728253 99,293,99,False,False,1,1
10010931,2024-09-09 21:37:28.852,2024-09-09 21:37:29.155,10010931 0909213728852 99,10010931 0909213728852 99,303,99,False,False,2,1
10010932,2024-09-09 21:37:29.453,2024-09-09 21:37:29.765,10010932 0909213729453 99,10010932 0909213729453 99,312,99,False,False,2,1
10010933,2024-09-09 21:37:30.051,2024-09-09 21:37:30.374,10010933 0909213730051 99,10010933 0909213730051 99,323,99,False,False,2,1
10010934,2024-09-09 21:37:30.647,2024-09-09 21:37:30.967,10010934 0909213730647 99,10010934 0909213730647 99,320,99,False,False,2,1
10010935,2024-09-09 21:37:31.258,2024-09-09 21:37:31.577,10010935 0909213731258 99,10010935 0909213731258 99,319,99,False,False,2,1
10010936,2024-09-09 21:37:31.857,2024-09-09 21:37:32.170,10010936 0909213731857 99,10010936 0909213731857 99,313,99,False,False,2,1
10010937,2024-09-09 21:37:32.456,2024-09-09 21:37:32.748,10010937 0909213732456 99,10010937 0909213732456 99,292,99,False,False,1,1
10010938,2024-09-09 21:37:33.055,2024-09-09 21:37:33.342,10010938 0909213733055 99,10010938 0909213733055 99,287,99,False,False,1,1
10010939,2024-09-09 21:37:33.654,2024-09-09 21:37:33.951,10010939 0909213733654 99,10010939 0909213733654 99,297,99,False,False,1,1
10010940,2024-09-09 21:37:34.254,2024-09-09 21:37:34.560,10010940 0909213734254 99,10010940 0909213734254 99,306,99,False,False,2,1
10010941,2024-09-09 21:37:34.853,2024-09-09 21:37:35.169,10010941 0909213734853 99,10010941 0909213734853 99,316,99,False,False,2,1
10010942,2024-09-09 21:37:35.451,2024-09-09 21:37:35.763,10010942 0909213735451 99,10010942 0909213735451 99,312,99,False,False,2,1
10010943,2024-09-09 21:37:36.052,2024-09-09 21:37:36.372,10010943 0909213736052 99,10010943 0909213736052 99,320,99,False,False,2,1
10010944,2024-09-09 21:37:36.649,2024-09-09 21:37:36.934,10010944 0909213736649 99,10010944 0909213736649 99,285,99,False,False,1,1
10010945,2024-09-09 21:37:37.247,2024-09-09 21:37:37.543,10010945 0909213737247 99,10010945 0909213737247 99,296,99,False,False,1,1
10010946,2024-09-09 21:37:37.844,2024-09-09 21:37:38.137,10010946 0909213737844 99,10010946 0909213737844 99,293,99,False,False,1,1
10010947,2024-09-09 21:37:38.442,2024-09-09 21:37:38.746,10010947 0909213738442 99,10010947 0909213738442 99,304,99,False,False,2,1
10010948,2024-09-09 21:37:39.036,2024-09-09 21:37:39.355,10010948 0909213739036 99,10010948 0909213739036 99,319,99,False,False,2,1
